-6.7	2.08562	0.346626	-6.7
-6.65	2.06653	0.29743	-6.65
-6.6	2.04977	0.24874	-6.6
-6.55	2.03538	0.200678	-6.55
-6.5	2.02341	0.153365	-6.5
-6.45	2.01388	0.106917	-6.45
-6.4	2.00682	0.0614527	-6.4
-6.35	2.00223	0.0170841	-6.35
-6.3	2.00014	-0.0260775	-6.3
-6.25	2.00055	-0.0679242	-6.25
-6.2	2.00346	-0.108351	-6.2
-6.15	2.00886	-0.147258	-6.15
-6.1	2.01673	-0.184547	-6.1
-6.05	2.02706	-0.220124	-6.05
-6	2.03983	-0.253902	-6
-5.95	2.05499	-0.285796	-5.95
-5.9	2.07252	-0.315725	-5.9
-5.85	2.09237	-0.343616	-5.85
-5.8	2.11448	-0.369397	-5.8
-5.75	2.13881	-0.393006	-5.75
-5.7	2.16529	-0.414383	-5.7
-5.65	2.19385	-0.433474	-5.65
-5.6	2.22443	-0.450233	-5.6
-5.55	2.25695	-0.464616	-5.55
-5.5	2.29133	-0.476588	-5.5
-5.45	2.32748	-0.486119	-5.45
-5.4	2.36531	-0.493185	-5.4
-5.35	2.40472	-0.497769	-5.35
-5.3	2.44563	-0.499859	-5.3
-5.25	2.48791	-0.499449	-5.25
-5.2	2.53148	-0.496542	-5.2
-5.15	2.57622	-0.491144	-5.15
-5.1	2.62202	-0.483268	-5.1
-5.05	2.66877	-0.472935	-5.05
-5	2.71634	-0.46017	-5
-4.95	2.76462	-0.445005	-4.95
-4.9	2.81349	-0.427478	-4.9
-4.85	2.86282	-0.407633	-4.85
-4.8	2.9125	-0.38552	-4.8
-4.75	2.9624	-0.361192	-4.75
-4.7	3.01239	-0.334713	-4.7
-4.65	3.06235	-0.306147	-4.65
-4.6	3.11215	-0.275566	-4.6
-4.55	3.16168	-0.243046	-4.55
-4.5	3.2108	-0.20867	-4.5
-4.45	3.25939	-0.172522	-4.45
-4.4	3.30733	-0.134693	-4.4
-4.35	3.35451	-0.0952775	-4.35
-4.3	3.4008	-0.0543743	-4.3
-4.25	3.44609	-0.0120855	-4.25
-4.2	3.49026	0.0314833	-4.2
-4.15	3.53321	0.0762232	-4.15
-4.1	3.57482	0.122022	-4.1
-4.05	3.615	0.168766	-4.05
-4	3.65364	0.216338	-4
-3.95	3.69065	0.264619	-3.95
-3.9	3.72593	0.313488	-3.9
-3.85	3.7594	0.362823	-3.85
-3.8	3.79097	0.412501	-3.8
-3.75	3.82056	0.462398	-3.75
-3.7	3.8481	0.512389	-3.7
-3.65	3.87352	0.562349	-3.65
-3.6	3.89676	0.612153	-3.6
-3.55	3.91775	0.661676	-3.55
-3.5	3.93646	0.710796	-3.5
-3.45	3.95282	0.759389	-3.45
-3.4	3.9668	0.807333	-3.4
-3.35	3.97836	0.854509	-3.35
-3.3	3.98748	0.900799	-3.3
-3.25	3.99413	0.946087	-3.25
-3.2	3.99829	0.990261	-3.2
-3.15	3.99996	1.03321	-3.15
-3.1	3.99914	1.07482	-3.1
-3.05	3.99581	1.115	-3.05
-3	3.98999	1.15364	-3
-2.95	3.9817	1.19065	-2.95
-2.9	3.97096	1.22593	-2.9
-2.85	3.95779	1.2594	-2.85
-2.8	3.94222	1.29097	-2.8
-2.75	3.9243	1.32056	-2.75
-2.7	3.90407	1.3481	-2.7
-2.65	3.88158	1.37352	-2.65
-2.6	3.85689	1.39676	-2.6
-2.55	3.83005	1.41775	-2.55
-2.5	3.80114	1.43646	-2.5
-2.45	3.77023	1.45282	-2.45
-2.4	3.73739	1.4668	-2.4
-2.35	3.70271	1.47836	-2.35
-2.3	3.66628	1.48748	-2.3
-2.25	3.62817	1.49413	-2.25
-2.2	3.5885	1.49829	-2.2
-2.15	3.54736	1.49996	-2.15
-2.1	3.50485	1.49914	-2.1
-2.05	3.46107	1.49581	-2.05
-2	3.41615	1.48999	-2
-1.95	3.37018	1.4817	-1.95
-1.9	3.32329	1.47096	-1.9
-1.85	3.27559	1.45779	-1.85
-1.8	3.2272	1.44222	-1.8
-1.75	3.17825	1.4243	-1.75
-1.7	3.12884	1.40407	-1.7
-1.65	3.07912	1.38158	-1.65
-1.6	3.0292	1.35689	-1.6
-1.55	2.97921	1.33005	-1.55
-1.5	2.92926	1.30114	-1.5
-1.45	2.8795	1.27023	-1.45
-1.4	2.83003	1.23739	-1.4
-1.35	2.78099	1.20271	-1.35
-1.3	2.7325	1.16628	-1.3
-1.25	2.68468	1.12817	-1.25
-1.2	2.63764	1.0885	-1.2
-1.15	2.59151	1.04736	-1.15
-1.1	2.5464	1.00485	-1.1
-1.05	2.50243	0.961073	-1.05
-1	2.4597	0.916147	-1
-0.95	2.41832	0.870181	-0.95
-0.9	2.37839	0.82329	-0.9
-0.85	2.34002	0.77559	-0.85
-0.8	2.30329	0.727202	-0.8
-0.75	2.26831	0.678246	-0.75
-0.7	2.23516	0.628844	-0.7
-0.65	2.20392	0.579121	-0.65
-0.6	2.17466	0.5292	-0.6
-0.55	2.14748	0.479205	-0.55
-0.5	2.12242	0.429263	-0.5
-0.45	2.09955	0.379497	-0.45
-0.4	2.07894	0.330033	-0.4
-0.35	2.06063	0.280993	-0.35
-0.3	2.04466	0.232501	-0.3
-0.25	2.03109	0.184678	-0.25
-0.2	2.01993	0.137642	-0.2
-0.15	2.01123	0.0915126	-0.15
-0.1	2.005	0.0464039	-0.1
-0.05	2.00125	0.00242895	-0.05
7.64666e-015	2	-0.0403023	7.64666e-015
0.05	2.00125	-0.0816831	0.05
0.1	2.005	-0.12161	0.1
0.15	2.01123	-0.159983	0.15
0.2	2.01993	-0.196707	0.2
0.25	2.03109	-0.231689	0.25
0.3	2.04466	-0.264842	0.3
0.35	2.06063	-0.296084	0.35
0.4	2.07894	-0.325336	0.4
0.45	2.09955	-0.352525	0.45
0.5	2.12242	-0.377583	0.5
0.55	2.14748	-0.400447	0.55
0.6	2.17466	-0.421061	0.6
0.65	2.20392	-0.439373	0.65
0.7	2.23516	-0.455336	0.7
0.75	2.26831	-0.468912	0.75
0.8	2.30329	-0.480067	0.8
0.85	2.34002	-0.488771	0.85
0.9	2.37839	-0.495004	0.9
0.95	2.41832	-0.49875	0.95
1	2.4597	-0.5	1
1.05	2.50243	-0.49875	1.05
1.1	2.5464	-0.495004	1.1
1.15	2.59151	-0.488771	1.15
1.2	2.63764	-0.480067	1.2
1.25	2.68468	-0.468912	1.25
1.3	2.7325	-0.455336	1.3
1.35	2.78099	-0.439373	1.35
1.4	2.83003	-0.421061	1.4
1.45	2.8795	-0.400447	1.45
1.5	2.92926	-0.377583	1.5
1.55	2.97921	-0.352525	1.55
1.6	3.0292	-0.325336	1.6
1.65	3.07912	-0.296084	1.65
1.7	3.12884	-0.264842	1.7
1.75	3.17825	-0.231689	1.75
1.8	3.2272	-0.196707	1.8
1.85	3.27559	-0.159983	1.85
1.9	3.32329	-0.12161	1.9
1.95	3.37018	-0.0816831	1.95
2	3.41615	-0.0403023	2
2.05	3.46107	0.00242895	2.05
2.1	3.50485	0.0464039	2.1
2.15	3.54736	0.0915126	2.15
2.2	3.5885	0.137642	2.2
2.25	3.62817	0.184678	2.25
2.3	3.66628	0.232501	2.3
2.35	3.70271	0.280993	2.35
2.4	3.73739	0.330033	2.4
2.45	3.77023	0.379497	2.45
2.5	3.80114	0.429263	2.5
2.55	3.83005	0.479205	2.55
2.6	3.85689	0.5292	2.6
2.65	3.88158	0.579121	2.65
2.7	3.90407	0.628844	2.7
2.75	3.9243	0.678246	2.75
2.8	3.94222	0.727202	2.8
2.85	3.95779	0.77559	2.85
2.9	3.97096	0.82329	2.9
2.95	3.9817	0.870181	2.95
3	3.98999	0.916147	3
3.05	3.99581	0.961073	3.05
3.1	3.99914	1.00485	3.1
3.15	3.99996	1.04736	3.15
3.2	3.99829	1.0885	3.2
3.25	3.99413	1.12817	3.25
3.3	3.98748	1.16628	3.3
3.35	3.97836	1.20271	3.35
3.4	3.9668	1.23739	3.4
3.45	3.95282	1.27023	3.45
3.5	3.93646	1.30114	3.5
3.55	3.91775	1.33005	3.55
3.6	3.89676	1.35689	3.6
3.65	3.87352	1.38158	3.65
3.7	3.8481	1.40407	3.7
3.75	3.82056	1.4243	3.75
3.8	3.79097	1.44222	3.8
3.85	3.7594	1.45779	3.85
3.9	3.72593	1.47096	3.9
3.95	3.69065	1.4817	3.95
4	3.65364	1.48999	4
4.05	3.615	1.49581	4.05
4.1	3.57482	1.49914	4.1
4.15	3.53321	1.49996	4.15
4.2	3.49026	1.49829	4.2
4.25	3.44609	1.49413	4.25
4.3	3.4008	1.48748	4.3
4.35	3.35451	1.47836	4.35
4.4	3.30733	1.4668	4.4
4.45	3.25939	1.45282	4.45
4.5	3.2108	1.43646	4.5
4.55	3.16168	1.41775	4.55
4.6	3.11215	1.39676	4.6
4.65	3.06235	1.37352	4.65
4.7	3.01239	1.3481	4.7
4.75	2.9624	1.32056	4.75
4.8	2.9125	1.29097	4.8
4.85	2.86282	1.2594	4.85
4.9	2.81349	1.22593	4.9
4.95	2.76462	1.19065	4.95
5	2.71634	1.15364	5
5.05	2.66877	1.115	5.05
5.1	2.62202	1.07482	5.1
5.15	2.57622	1.03321	5.15
5.2	2.53148	0.990261	5.2
5.25	2.48791	0.946087	5.25
5.3	2.44563	0.900799	5.3
5.35	2.40472	0.854509	5.35
5.4	2.36531	0.807333	5.4
5.45	2.32748	0.759389	5.45
5.5	2.29133	0.710796	5.5
5.55	2.25695	0.661676	5.55
5.6	2.22443	0.612153	5.6
5.65	2.19385	0.562349	5.65
5.7	2.16529	0.512389	5.7
5.75	2.13881	0.462398	5.75
5.8	2.11448	0.412501	5.8
5.85	2.09237	0.362823	5.85
5.9	2.07252	0.313488	5.9
5.95	2.05499	0.264619	5.95
6	2.03983	0.216338	6
6.05	2.02706	0.168766	6.05
6.1	2.01673	0.122022	6.1
6.15	2.00886	0.0762232	6.15
6.2	2.00346	0.0314833	6.2
6.25	2.00055	-0.0120855	6.25
6.3	2.00014	-0.0543743	6.3
6.35	2.00223	-0.0952775	6.35
6.4	2.00682	-0.134693	6.4
6.45	2.01388	-0.172522	6.45
6.5	2.02341	-0.20867	6.5
6.55	2.03538	-0.243046	6.55
6.6	2.04977	-0.275566	6.6
6.65	2.06653	-0.306147	6.65
6.7	2.08562	-0.334713	6.7
6.75	2.10699	-0.361192	6.75
6.8	2.1306	-0.38552	6.8
6.85	2.15638	-0.407633	6.85
6.9	2.18427	-0.427478	6.9
6.95	2.2142	-0.445005	6.95
7	2.2461	-0.46017	7
7.05	2.27988	-0.472935	7.05
7.1	2.31545	-0.483268	7.1
7.15	2.35274	-0.491144	7.15
7.2	2.39165	-0.496542	7.2
7.25	2.43208	-0.499449	7.25
7.3	2.47392	-0.499859	7.3
7.35	2.51708	-0.497769	7.35
7.4	2.56145	-0.493185	7.4
7.45	2.60692	-0.486119	7.45
7.5	2.65336	-0.476588	7.5
7.55	2.70068	-0.464616	7.55
7.6	2.74874	-0.450233	7.6
7.65	2.79743	-0.433474	7.65
7.7	2.84663	-0.414383	7.7
7.75	2.89621	-0.393006	7.75
7.8	2.94604	-0.369397	7.8
7.85	2.99602	-0.343616	7.85
7.9	3.046	-0.315725	7.9
7.95	3.09587	-0.285796	7.95
8	3.1455	-0.253902	8
8.05	3.19477	-0.220124	8.05
8.1	3.24354	-0.184547	8.1
8.15	3.29171	-0.147258	8.15
8.2	3.33915	-0.108351	8.2
8.25	3.38575	-0.0679242	8.25
8.3	3.43138	-0.0260775	8.3
8.35	3.47593	0.0170841	8.35
8.4	3.51929	0.0614527	8.4
8.45	3.56135	0.106917	8.45
8.5	3.60201	0.153365	8.5
8.55	3.64117	0.200678	8.55
8.6	3.67872	0.24874	8.6
8.65	3.71458	0.29743	8.65
8.7	3.74865	0.346626	8.7
8.75	3.78085	0.396206	8.75
8.8	3.81109	0.446045	8.8
8.85	3.83931	0.496018	8.85
8.9	3.86544	0.546002	8.9
8.95	3.88939	0.595871	8.95
9	3.91113	0.6455	9
9.05	3.93059	0.694765	9.05
9.1	3.94772	0.743544	9.1
9.15	3.96249	0.791714	9.15
9.2	3.97484	0.839155	9.2
9.25	3.98477	0.885748	9.25
9.3	3.99223	0.931377	9.3
9.35	3.99721	0.975928	9.35
9.4	3.99969	1.01929	9.4
9.45	3.99968	1.06135	9.45
9.5	3.99717	1.10201	9.5
9.55	3.99217	1.14117	9.55
9.6	3.98469	1.17872	9.6
9.65	3.97474	1.21458	9.65
9.7	3.96236	1.24865	9.7
9.75	3.94758	1.28085	9.75
9.8	3.93043	1.31109	9.8
9.85	3.91095	1.33931	9.85
9.9	3.88919	1.36544	9.9
9.95	3.86521	1.38939	9.95
